9.658555e+00 2.143897e+00 -1.248421e+00 -5.236920e-01 -4.372810e-01 6.900224e-01 -2.328778e+00 4.707994e-01
-7.574583e+01 2.148916e+01 -5.476713e+01 -5.320337e-01 1.438960e-01 -3.650004e-01 -2.097695e-02 2.184956e-01
1.017580e+01 2.092045e+00 -1.258185e+00 3.228393e-01 8.974178e-02 -6.501423e-01 -1.484235e+00 2.674819e-01
-1.201711e+02 1.018262e+01 1.127558e+02 -8.663392e-01 7.972268e-02 8.140957e-01 -1.208362e-02 7.098256e-01
1.007600e+01 3.777485e+00 -1.148102e+00 7.019082e-01 -4.626882e-01 3.220707e-01 -7.618706e-01 4.052425e-01
1.071058e+01 1.706666e+00 -5.940841e-01 3.031406e-03 4.675030e-01 3.520593e-02 -9.839927e-01 1.099039e-01
9.710253e+00 1.500276e+00 -7.232930e-01 4.517708e-01 -8.525652e-01 -1.137614e-01 -1.462155e+00 4.719529e-01
9.344553e+00 2.900218e+00 -9.564488e-01 -7.916636e-01 7.264063e-01 -6.914402e-01 -1.449718e+00 8.162434e-01
9.816655e+00 9.151712e-01 3.167213e-01 -1.680050e-01 5.840168e-01 -4.070933e-01 -7.177868e-01 2.675131e-01
9.682099e+00 2.013765e+00 -1.192647e+00 -1.891732e-01 1.092290e+00 -6.294269e-01 -2.224778e+00 8.125316e-01
9.715860e+00 2.036841e+00 -1.180579e+00 9.083121e-02 -9.333452e-01 -4.787170e-01 -2.228278e+00 5.542768e-01
9.758731e+00 2.275699e+00 -2.162767e+00 -3.207647e-01 5.443860e-02 -4.589788e-01 -1.136168e+00 1.582576e-01
-6.546105e+01 -8.758343e+00 -1.698463e+01 -4.115869e-01 -3.694629e-02 -1.174336e-01 -2.552617e-02 9.227973e-02
9.183187e+00 1.447936e+00 -1.034440e+00 7.469620e-01 -2.508293e-01 -6.973447e-01 -1.320308e+00 5.535786e-01
1.028532e+01 2.167007e+00 -2.990094e+00 -1.534040e-01 -4.980386e-01 1.021384e-01 -6.491001e-01 1.410038e-01
9.403077e+00 2.774957e+00 -1.286336e+00 5.491010e-01 5.511228e-01 -5.341700e-01 -1.542486e+00 4.452929e-01
8.894390e+00 2.210808e+00 -1.990409e+00 8.556267e-01 4.057715e-01 7.406909e-01 -1.053886e+00 7.226853e-01
8.978058e+00 5.668838e-01 -1.254775e+00 1.717667e-02 -1.777999e-01 -1.756893e-01 -7.458668e-01 3.138727e-02
9.317745e+00 2.509160e+00 -1.955443e+00 1.098964e+00 2.594750e-01 -3.245288e-01 -1.213252e+00 6.901842e-01
9.302335e+00 2.825836e+00 -2.515508e-01 9.002531e-02 1.017136e-01 7.006349e-01 -1.093080e+00 2.546698e-01
1.056768e+01 2.296595e+00 -3.898580e-01 -1.223435e-01 -2.195303e-01 6.793196e-02 -1.050671e+00 3.388811e-02
9.051528e+00 1.871090e+00 -1.069651e-01 -1.503229e-01 -2.104408e-01 2.444075e-02 -1.080879e+00 3.373981e-02
8.462176e+00 1.601247e+00 2.006327e-01 -2.366063e-01 1.661395e-02 -1.346497e-01 -7.551963e-01 3.719455e-02
1.913863e+01 -2.683795e+00 6.001589e-01 -2.197873e-01 1.141899e-01 -1.759133e-01 -1.419273e-01 4.614564e-02
1.201801e+01 -6.419808e+00 4.165163e+00 1.212434e-01 -1.373532e-01 -3.835063e-03 -1.505595e-01 1.679028e-02
-4.231755e+01 -2.489420e+01 -8.048423e+01 -2.766204e-01 -1.663503e-01 -5.425553e-01 -1.989305e-02 1.992787e-01
-7.648084e+01 2.296650e+01 3.295243e+01 -5.078501e-01 1.542798e-01 2.148130e-01 -2.131768e-02 1.639293e-01
8.906324e+00 1.960286e+00 2.165360e-01 1.934025e-01 -3.776615e-01 -3.859540e-01 -8.817728e-01 1.644966e-01
9.946108e+00 2.983309e+00 -6.583595e-02 -1.545700e-01 8.172236e-02 1.744613e-01 -9.332244e-01 3.050359e-02
1.079771e+01 1.772724e+00 -5.516617e-01 -1.351514e-01 2.349670e-01 -3.209992e-01 -9.446327e-01 8.825793e-02
6.636224e+00 -1.625041e+00 2.962412e+00 1.630725e-02 2.097187e-01 -7.452431e-02 -2.422635e-01 2.490086e-02
9.294566e+00 1.635443e+00 -2.008258e+00 -3.505217e-01 -9.448775e-01 1.652102e-01 -1.049836e+00 5.214767e-01
1.023412e+01 2.079552e+00 -1.099534e+00 3.440881e-02 -7.228021e-03 3.613004e-01 -1.460302e+00 6.588710e-02
9.338240e+00 2.458173e+00 -1.639321e+00 5.962041e-01 4.471056e-01 2.925931e-01 -1.532621e+00 3.204867e-01
